"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RA SUI","312-G-4","Belle Bower","800.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU123","191-H-63","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUI","28-AA-2","Logansport","640.0","Coronado Energy E&P Company, L.L.C.","Haynesville",,,
"HA RA SUF","191-H-19","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RA SUD","1505-C","Dixie","640.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RB SUDD","289-R-20","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUT","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","312-G-1","Belle Bower","800.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUZ","287-F-8","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUT","109-X-16","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUN","496-L-6","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU80","289-R-52","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUN","109-X-14","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUQ","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUD","700-G","Chemard Lake","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUJ","361-L-5","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUT","1137-G-2","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SU124","191-H-65","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUR","376-D-7","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUH","191-H-4","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUR","855-E-8","North Grand Cane","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUMM","270-MM-17","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUN","312-G-7","Belle Bower","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUE","501-G","Converse","1566.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUD","691-C-1","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","123-K","Longwood","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUD","88-J-3","Holly","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUM","813-B-6","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUF","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUE","28-AA-1","Logansport","640.0","Indigo Minerals, L.L.C.","Haynesville",,,
"HA RA SUMM","8-N-10","Sligo","640.0","Petrohawk Operating Company","Haynesville",,"Y",
"HA RA SUN","909-H-2","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUD","1243-C","King Hill","640.0","Encana Oil and Gas USA Inc.","Haynesville ",,,
"HA RA SUS","917-L-5","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUC","501-G","Converse","910.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUF","628-B-1","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU102","361-L-61","Elm Grove","640.0","WSF, Inc.","Haynesville",,,
"HA RA SUA","948-C","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUX","855-E-15","North Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUT","289-R-9","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RB SUXX","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUI","501-G","Converse","1142.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RB SUMM","289-R-28","Bethany_Longstreet","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUB","1145-B-1","Thorn Lake","640.0","Stroud Petroleum, Inc.","Haynesville",,,
"HA RA SUBB","28-AA-10","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","122-Y-3","Caddo_Pine Island","640.0","Matador Production Company","Haynesville",,"Y",
"HA RA SU55","289-R-47","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SU84","191-H-49","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUA","990-D","Woodardville","560.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUU","1137-G-2","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RC SUQ","109-X-44","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU60","109-X-49","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUCC","501-G-2","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUQ","496-L-7","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUN","376-D-6","Kingston","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUE","123-K","Longwood","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,"Y",
"HA RA SUCC","1199-E-8","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","28-AA-1","Logansport","640.0","Indigo Minerals, L.L.C.","Haynesville",,,
"HA RA SUKK","990-D-5","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUJ","148-M-6","Sibley","640.0","Petrohawk Operating Company","Haynesville",,"Y",
"HA RA SUD","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUU","855-E-13","North Grand Cane","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUP","376-D-6","Kingston","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RC SUM","109-X-17","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU92","191-H-50","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUQ","855-E-9","North Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","92-N-13","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJJ","191-H-19","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RA SU65","990-D-14","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUG","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RD SUA","109-X","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUE","917-L","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUAA","109-X-29","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUM","917-L-1","Bracky Branch","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUMM","191-H-27","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RA SU67","361-L-39","Elm Grove","570.0","JW Operating Company","Haynesville",,,
"HA RA SUP","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUJ","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RASUBB","990-D-4","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJ","956-C-1","Haughton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","287-F-3","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUXX","109-X-48","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU99","361-L-64","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUC","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUI","287-F-2","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RC SUS","109-X-44","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUN","287-F-6","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU111","191-H-51","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUQQ","289-R-25","Bethany_Longstreet","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU54","88-J-14","Holly","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUE","813-B-3","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUYY","191-H-28","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RB SUHH","289-R-22","Bethany_Longstreet","640.0","XTO Energy, Inc.","Haynesville",,,
"HA RA SUM","501-G","Converse","1567.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUG","1525-A-2","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUJ","855-E-6","North Grand Cane","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUG","361-L-5","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUUU","270-MM-28","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUK","376-D-3","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SUBB","109-X-18","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA  SUF","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUA","123-K","Longwood","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUZ","1199-E-5","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUQ","191-H-53","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJ","109-X-21","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUJ","289-R-10","Bethany_Longstreet","640.0","Ark-La-Tex Energy, L.L.C.","Haynesville",,,
"HA RB SUOO","109-X-35","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUI","1505-C","Dixie","640.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RA SUB","342-K-1","Grand Cane","640.0","JW Operating Company","Haynesville",,,
"HA RA SUDD","990-D-4","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUII","990-D-5","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SULL","88-J-10","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SU70","289-R-46","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUVV","361-L-23","Elm Grove","680.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUV","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUQ","191-H-5","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUJJ","289-R-17","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUN","191-H-26","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUHH","501-G-5","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RD SUU","109-X-26","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUV","376-D-8","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUCC","8-N-6","Sligo","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUE","312-G-1","Belle Bower","800.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUB","1165-K","San Miguel Creek","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU72","361-L-59","Elm Grove","640.0","WSF, Inc.","Haynesville",,,
"HA RA SUII","28-AA-14","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUN","917-L-1","Bracky Branch","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RC SUD","109-X-1","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUM","1490-C-1","Alabama Bend","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RB SUQ","109-X-13","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU62","990-D-13","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUT","1243-C-3","King Hill","520.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUV","109-X-20","Red River_Bull Bayou","614.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUX","109-X-27","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU80","191-H-39","Caspiana","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUQ","917-L-5","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUI","109-X-17","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUK","122-Y-3","Caddo_Pine Island","640.0","Matador Production Company","Haynesville",,,
"HA RB SU57","289-R-42","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SULL","191-H-19","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RA SUQ","498-B-2","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUK","289-R-10","Bethany_Longstreet","640.0","Ark-La-Tex Energy, L.L.C.","Haynesville",,,
"HA RA SUG","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUII","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUG","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUG","289-R-8","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUT","109-X-38","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","28-AA-9","Logansport","1040.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUSS","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RB SUZZ","289-R-36","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUM","691-C-2","Swan Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","88-J","Holly","640.0","Winchester Production Company","Haynesville",,,
"HA RA SUF","1145-B","Thorn Lake","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUN","361-L-2","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SUY","1145-B-11","Thorn Lake","584.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU54","289-R-32","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","109-X-2","Red River_Bull Bayou","640.0","Long Petroleum, L.L.C.","Haynesville",,,
"HA RA SU65","289-R-31","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUH","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUPP","28-AA-19","Logansport","684.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU56","361-L-37","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUA","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUH","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUEE","990-D-5","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUX","92-N-10","Spider","640.0","Continental Resources, Inc.","Haynesville",,,
"HA RA SUPP","270-MM-23","Greenwood_Waskom","892.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUE","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUI","1490-C","Alabama Bend","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUJ","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RD SUAA","109-X-64","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUE","289-R-8","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RB SUH","109-X-7","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUY","287-F-8","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU60","289-R-41","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUP","92-N-8","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUE","109-X-5","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUF","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUN","813-B-7","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","501-G","Converse","640.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUP","1243-C-1","King Hill","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SURR","109-X-34","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUN","28-AA-5","Logansport","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUAA","361-L-10","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RB SUN","289-R-9","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUH","270-MM-2","Greenwood_Waskom","955.0","Encore Operating Louisiana, L.L.C.","Haynesville",,,
"HA RA SUZ","994-D-7","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU72","289-R-46","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUT","122-Y-5","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RB SUD","191-H-6","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SUO","496-L-6","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUU","917-L-5","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUL","1490-C-1","Alabama Bend","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SU60","270-MM-33","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUO","109-X-39","Red River_Bull Bayou","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU60","990-D-13","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUJ","270-MM-4","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","196-D-1","Bellevue","640.0","Diamond Oil, L.L.C.","Haynesville",,,
"HA RA SUG","191-H-19","Caspiana","640.0","JW Operating Company","Haynesville",,,
"HA RC SUI","109-X-1","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUQQ","109-X-35","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUK","191-H-7","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUO","191-H-14","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU106","191-H-51","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUA","13-L","Shreveport","638.0","Tellus Operating Group, L.L.C.","Haynesville",,,
"HA RC SUG","109-X-1","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU145","191-H-73","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SU97","361-L-65","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU53","361-L-26","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RB SUR","109-X-11","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUL","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
